Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Measurement Timestamp Label,Measurement ID
Oak Street Weather Station,07/18/2015 04:00:00 AM,27.2,23.0,70.0,0.0,0.0,208.6,0.0,0.0,0.0,0.9,987.9,-2.0,0.0,12.1,07/18/2015 4:00 AM,OakStreetWeatherStation201507180400
Foster Weather Station,07/18/2015 04:00:00 AM,26.28,,72.0,,0.0,,,210.0,2.2,2.5,987.5,1.0,,15.1,07/18/2015 4:00 AM,FosterWeatherStation201507180400
63rd Street Weather Station,07/18/2015 05:00:00 AM,24.4,21.8,80.0,0.0,0.0,389.1,0.0,222.0,2.8,5.5,987.8,1.0,355.0,12.0,07/18/2015 5:00 AM,63rdStreetWeatherStation201507180500
Foster Weather Station,07/18/2015 05:00:00 AM,25.5,,70.0,,0.0,,,205.0,0.9,1.1,987.5,1.0,,15.1,07/18/2015 5:00 AM,FosterWeatherStation201507180500
Oak Street Weather Station,07/18/2015 05:00:00 AM,26.4,22.8,74.0,0.0,0.0,208.6,0.0,303.0,1.0,2.4,988.0,-2.0,0.0,12.1,07/18/2015 5:00 AM,OakStreetWeatherStation201507180500
63rd Street Weather Station,07/18/2015 07:00:00 AM,24.4,22.7,86.0,0.0,0.0,389.1,0.0,213.0,2.4,5.9,988.6,141.0,356.0,12.0,07/18/2015 7:00 AM,63rdStreetWeatherStation201507180700
Oak Street Weather Station,07/18/2015 07:00:00 AM,26.8,23.9,79.0,0.0,0.0,208.6,0.0,255.0,1.8,4.0,988.7,166.0,1.0,12.2,07/18/2015 7:00 AM,OakStreetWeatherStation201507180700
Foster Weather Station,07/18/2015 07:00:00 AM,25.17,,78.0,,0.13,,,202.0,2.1,2.7,988.5,121.0,,15.1,07/18/2015 7:00 AM,FosterWeatherStation201507180700
63rd Street Weather Station,07/18/2015 01:00:00 PM,23.5,21.2,82.0,0.0,0.0,389.1,0.0,163.0,2.3,4.5,988.7,502.0,355.0,12.0,07/18/2015 1:00 PM,63rdStreetWeatherStation201507181300
Oak Street Weather Station,07/18/2015 01:00:00 PM,25.5,21.6,71.0,0.0,0.0,208.6,0.0,88.0,2.5,5.5,989.0,460.0,0.0,12.2,07/18/2015 1:00 PM,OakStreetWeatherStation201507181300
Foster Weather Station,07/18/2015 01:00:00 PM,23.06,,72.0,,0.0,,,145.0,5.1,6.3,988.5,743.0,,15.1,07/18/2015 1:00 PM,FosterWeatherStation201507181300
63rd Street Weather Station,07/18/2015 03:00:00 PM,32.3,27.1,67.0,0.0,0.0,389.1,0.0,239.0,4.7,7.7,986.5,164.0,355.0,12.0,07/18/2015 3:00 PM,63rdStreetWeatherStation201507181500
Oak Street Weather Station,07/18/2015 03:00:00 PM,28.3,24.2,72.0,0.0,0.0,208.6,0.0,131.0,1.1,2.1,986.5,38.0,1.0,12.2,07/18/2015 3:00 PM,OakStreetWeatherStation201507181500
Foster Weather Station,07/18/2015 03:00:00 PM,24.56,,82.0,,0.0,,,124.0,1.6,2.2,986.1,32.0,,15.1,07/18/2015 3:00 PM,FosterWeatherStation201507181500
63rd Street Weather Station,07/18/2015 05:00:00 PM,29.6,25.6,73.0,0.0,6.0,400.0,0.0,343.0,3.4,10.3,988.4,193.0,355.0,12.0,07/18/2015 5:00 PM,63rdStreetWeatherStation201507181700
Oak Street Weather Station,07/18/2015 05:00:00 PM,22.8,21.2,87.0,0.0,0.3,214.9,0.0,6.0,4.8,10.4,990.6,36.0,0.0,12.1,07/18/2015 5:00 PM,OakStreetWeatherStation201507181700
Foster Weather Station,07/18/2015 05:00:00 PM,21.28,,88.0,,0.05,,,308.0,4.4,5.2,990.5,15.0,,15.1,07/18/2015 5:00 PM,FosterWeatherStation201507181700
63rd Street Weather Station,07/18/2015 06:00:00 PM,21.5,21.2,98.0,0.0,2.9,402.9,0.0,17.0,2.2,3.5,988.0,348.0,353.0,12.0,07/18/2015 6:00 PM,63rdStreetWeatherStation201507181800
Oak Street Weather Station,07/18/2015 06:00:00 PM,21.9,20.7,89.0,0.0,0.1,215.0,0.0,0.0,0.0,0.6,988.4,70.0,0.0,12.1,07/18/2015 6:00 PM,OakStreetWeatherStation201507181800
Foster Weather Station,07/18/2015 06:00:00 PM,21.0,,87.0,,3.0,,,101.0,0.7,1.2,987.8,306.0,,15.1,07/18/2015 6:00 PM,FosterWeatherStation201507181800
63rd Street Weather Station,07/18/2015 08:00:00 PM,24.7,22.6,84.0,0.0,0.0,402.9,0.0,202.0,2.0,3.3,988.3,16.0,355.0,12.0,07/18/2015 8:00 PM,63rdStreetWeatherStation201507182000
Oak Street Weather Station,07/18/2015 08:00:00 PM,24.6,21.8,79.0,0.0,0.0,215.0,0.0,104.0,1.0,2.3,988.6,11.0,0.0,12.1,07/18/2015 8:00 PM,OakStreetWeatherStation201507182000
Foster Weather Station,07/18/2015 08:00:00 PM,22.5,,83.0,,0.0,,,186.0,1.6,2.1,988.1,20.0,,15.1,07/18/2015 8:00 PM,FosterWeatherStation201507182000
63rd Street Weather Station,07/18/2015 09:00:00 PM,24.9,22.7,83.0,0.0,0.0,402.9,0.0,225.0,1.6,2.7,988.5,0.0,355.0,11.9,07/18/2015 9:00 PM,63rdStreetWeatherStation201507182100
Oak Street Weather Station,07/18/2015 09:00:00 PM,25.8,22.6,76.0,0.0,0.0,215.0,0.0,357.0,0.5,1.4,988.7,0.0,0.0,12.1,07/18/2015 9:00 PM,OakStreetWeatherStation201507182100
Foster Weather Station,07/18/2015 09:00:00 PM,24.0,,79.0,,0.0,,,186.0,1.3,1.4,988.1,2.0,,15.1,07/18/2015 9:00 PM,FosterWeatherStation201507182100
63rd Street Weather Station,07/18/2015 10:00:00 PM,25.6,23.3,82.0,0.0,0.0,402.9,0.0,234.0,2.9,4.8,988.7,0.0,354.0,12.0,07/18/2015 10:00 PM,63rdStreetWeatherStation201507182200
Oak Street Weather Station,07/18/2015 10:00:00 PM,27.4,23.7,74.0,0.0,0.0,215.0,0.0,121.0,0.8,1.6,988.8,-2.0,0.0,12.1,07/18/2015 10:00 PM,OakStreetWeatherStation201507182200
Foster Weather Station,07/18/2015 10:00:00 PM,25.06,,76.0,,0.0,,,197.0,2.5,2.8,988.5,1.0,,15.1,07/18/2015 10:00 PM,FosterWeatherStation201507182200
63rd Street Weather Station,07/18/2015 11:00:00 PM,26.5,24.1,82.0,0.0,0.0,402.9,0.0,243.0,2.9,4.3,988.7,0.0,355.0,11.9,07/18/2015 11:00 PM,63rdStreetWeatherStation201507182300
Oak Street Weather Station,07/18/2015 11:00:00 PM,28.0,24.0,72.0,0.0,0.0,215.0,0.0,271.0,1.0,4.3,988.9,-2.0,0.0,12.1,07/18/2015 11:00 PM,OakStreetWeatherStation201507182300
Foster Weather Station,07/18/2015 11:00:00 PM,25.89,,75.0,,0.0,,,202.0,3.8,4.2,988.5,1.0,,15.1,07/18/2015 11:00 PM,FosterWeatherStation201507182300
63rd Street Weather Station,07/19/2015 12:00:00 AM,26.8,24.1,80.0,0.0,0.0,402.9,0.0,244.0,3.3,5.7,988.8,0.0,355.0,12.0,07/19/2015 12:00 AM,63rdStreetWeatherStation201507192400
Oak Street Weather Station,07/19/2015 12:00:00 AM,27.4,23.4,72.0,0.0,0.0,215.0,0.0,275.0,1.8,6.2,989.0,-2.0,0.0,12.1,07/19/2015 12:00 AM,OakStreetWeatherStation201507192400
Foster Weather Station,07/19/2015 12:00:00 AM,26.17,,74.0,,0.0,,,230.0,1.9,2.4,988.5,1.0,,15.1,07/19/2015 12:00 AM,FosterWeatherStation201507192400
63rd Street Weather Station,07/19/2015 03:00:00 AM,26.1,24.0,84.0,0.0,0.0,402.9,0.0,255.0,2.9,4.4,988.5,0.0,355.0,12.0,07/19/2015 3:00 AM,63rdStreetWeatherStation201507190300
Oak Street Weather Station,07/19/2015 03:00:00 AM,26.7,23.6,77.0,0.0,0.0,215.0,0.0,264.0,2.2,7.4,988.9,-2.0,0.0,12.1,07/19/2015 3:00 AM,OakStreetWeatherStation201507190300
Foster Weather Station,07/19/2015 03:00:00 AM,25.5,,77.0,,0.0,,,218.0,3.2,3.4,988.1,2.0,,15.1,07/19/2015 3:00 AM,FosterWeatherStation201507190300
63rd Street Weather Station,07/19/2015 04:00:00 AM,25.6,24.0,88.0,0.0,0.0,402.9,0.0,254.0,2.4,3.5,988.2,0.0,355.0,11.9,07/19/2015 4:00 AM,63rdStreetWeatherStation201507190400
Oak Street Weather Station,07/19/2015 04:00:00 AM,26.3,23.5,80.0,0.0,0.0,215.0,0.0,277.0,1.2,3.2,988.6,-2.0,0.0,12.1,07/19/2015 4:00 AM,OakStreetWeatherStation201507190400
Foster Weather Station,07/19/2015 04:00:00 AM,25.17,,79.0,,0.0,,,256.0,1.5,1.9,988.1,1.0,,15.1,07/19/2015 4:00 AM,FosterWeatherStation201507190400
63rd Street Weather Station,07/19/2015 05:00:00 AM,24.9,23.7,91.0,0.0,0.0,402.9,0.0,258.0,1.5,2.2,988.5,1.0,355.0,11.9,07/19/2015 5:00 AM,63rdStreetWeatherStation201507190500
Oak Street Weather Station,07/19/2015 05:00:00 AM,26.0,23.6,82.0,0.0,0.0,215.0,0.0,294.0,0.9,2.0,988.8,0.0,0.0,12.1,07/19/2015 5:00 AM,OakStreetWeatherStation201507190500
Foster Weather Station,07/19/2015 05:00:00 AM,25.0,,82.0,,0.0,,,241.0,2.0,2.3,988.5,0.0,,15.1,07/19/2015 5:00 AM,FosterWeatherStation201507190500
63rd Street Weather Station,07/19/2015 06:00:00 AM,24.9,23.8,92.0,0.0,0.0,402.9,0.0,256.0,1.7,2.2,988.8,31.0,355.0,11.9,07/19/2015 6:00 AM,63rdStreetWeatherStation201507190600
Oak Street Weather Station,07/19/2015 06:00:00 AM,26.4,23.8,81.0,0.0,0.0,215.0,0.0,263.0,1.5,3.1,989.2,35.0,0.0,12.2,07/19/2015 6:00 AM,OakStreetWeatherStation201507190600
Foster Weather Station,07/19/2015 06:00:00 AM,24.89,,82.0,,0.0,,,216.0,0.8,1.3,988.8,44.0,,15.1,07/19/2015 6:00 AM,FosterWeatherStation201507190600
63rd Street Weather Station,07/19/2015 07:00:00 AM,25.3,24.2,91.0,0.0,0.0,402.9,0.0,246.0,2.5,3.4,989.1,101.0,355.0,12.0,07/19/2015 7:00 AM,63rdStreetWeatherStation201507190700
Oak Street Weather Station,07/19/2015 07:00:00 AM,26.4,23.7,80.0,0.0,0.0,215.0,0.0,272.0,0.9,1.9,989.6,121.0,0.0,12.1,07/19/2015 7:00 AM,OakStreetWeatherStation201507190700
Foster Weather Station,07/19/2015 07:00:00 AM,25.17,,80.0,,0.03,,,242.0,1.5,1.9,989.2,128.0,,15.1,07/19/2015 7:00 AM,FosterWeatherStation201507190700
63rd Street Weather Station,07/19/2015 08:00:00 AM,26.5,24.5,85.0,0.0,0.0,402.9,0.0,276.0,2.3,3.8,989.5,240.0,355.0,12.0,07/19/2015 8:00 AM,63rdStreetWeatherStation201507190800
Oak Street Weather Station,07/19/2015 08:00:00 AM,27.4,23.6,73.0,0.0,0.0,215.0,0.0,16.0,1.8,2.6,989.9,380.0,1.0,12.1,07/19/2015 8:00 AM,OakStreetWeatherStation201507190800
Foster Weather Station,07/19/2015 08:00:00 AM,26.28,,71.0,,0.0,,,303.0,2.5,2.5,989.5,338.0,,15.1,07/19/2015 8:00 AM,FosterWeatherStation201507190800
63rd Street Weather Station,07/19/2015 09:00:00 AM,24.9,22.8,83.0,0.0,0.0,402.9,0.0,17.0,3.1,4.6,990.3,224.0,355.0,12.0,07/19/2015 9:00 AM,63rdStreetWeatherStation201507190900
Oak Street Weather Station,07/19/2015 09:00:00 AM,25.0,21.7,75.0,0.0,0.0,215.0,0.0,12.0,1.6,2.4,990.8,395.0,0.0,12.1,07/19/2015 9:00 AM,OakStreetWeatherStation201507190900
Foster Weather Station,07/19/2015 09:00:00 AM,23.67,,77.0,,0.0,,,5.0,2.0,2.1,990.2,283.0,,15.1,07/19/2015 9:00 AM,FosterWeatherStation201507190900
63rd Street Weather Station,07/19/2015 10:00:00 AM,24.1,22.2,85.0,0.0,0.0,402.9,0.0,28.0,2.7,3.6,990.7,535.0,356.0,12.0,07/19/2015 10:00 AM,63rdStreetWeatherStation201507191000
Oak Street Weather Station,07/19/2015 10:00:00 AM,25.4,21.7,73.0,0.0,0.0,215.0,0.0,59.0,0.6,1.6,991.2,678.0,1.0,12.1,07/19/2015 10:00 AM,OakStreetWeatherStation201507191000
Foster Weather Station,07/19/2015 10:00:00 AM,24.06,,72.0,,0.0,,,10.0,1.2,1.6,990.5,637.0,,15.1,07/19/2015 10:00 AM,FosterWeatherStation201507191000
63rd Street Weather Station,07/19/2015 11:00:00 AM,24.5,21.6,78.0,0.0,0.0,402.9,0.0,65.0,1.0,2.1,990.8,350.0,355.0,12.0,07/19/2015 11:00 AM,63rdStreetWeatherStation201507191100
Oak Street Weather Station,07/19/2015 11:00:00 AM,25.6,21.8,72.0,0.0,0.0,215.0,0.0,88.0,0.8,1.6,991.1,607.0,1.0,12.1,07/19/2015 11:00 AM,OakStreetWeatherStation201507191100
Foster Weather Station,07/19/2015 11:00:00 AM,24.56,,72.0,,0.0,,,93.0,0.2,0.4,990.5,713.0,,15.1,07/19/2015 11:00 AM,FosterWeatherStation201507191100
63rd Street Weather Station,07/19/2015 12:00:00 PM,25.6,21.6,71.0,0.0,0.0,402.9,0.0,149.0,0.4,0.9,990.7,645.0,355.0,11.9,07/19/2015 12:00 PM,63rdStreetWeatherStation201507191200
Oak Street Weather Station,07/19/2015 12:00:00 PM,25.6,21.0,67.0,0.0,0.0,215.0,0.0,115.0,0.5,1.1,991.0,524.0,1.0,12.2,07/19/2015 12:00 PM,OakStreetWeatherStation201507191200
Foster Weather Station,07/19/2015 12:00:00 PM,24.0,,77.0,,0.0,,,109.0,0.9,1.3,990.5,329.0,,15.1,07/19/2015 12:00 PM,FosterWeatherStation201507191200
63rd Street Weather Station,07/19/2015 01:00:00 PM,24.8,21.1,73.0,0.0,0.0,402.9,0.0,66.0,1.6,2.5,990.3,428.0,355.0,11.9,07/19/2015 1:00 PM,63rdStreetWeatherStation201507191300
Oak Street Weather Station,07/19/2015 01:00:00 PM,25.4,20.5,64.0,0.0,0.0,215.0,0.0,77.0,0.7,1.3,990.9,702.0,0.0,12.2,07/19/2015 1:00 PM,OakStreetWeatherStation201507191300
Foster Weather Station,07/19/2015 01:00:00 PM,24.17,,71.0,,0.0,,,45.0,0.8,1.2,990.2,345.0,,15.1,07/19/2015 1:00 PM,FosterWeatherStation201507191300
63rd Street Weather Station,07/19/2015 02:00:00 PM,24.3,21.7,80.0,0.0,0.0,402.9,0.0,56.0,1.2,2.4,989.8,685.0,354.0,11.9,07/19/2015 2:00 PM,63rdStreetWeatherStation201507191400
Oak Street Weather Station,07/19/2015 02:00:00 PM,25.3,20.4,65.0,0.0,0.0,215.0,0.0,0.0,0.0,0.9,990.6,705.0,0.0,12.2,07/19/2015 2:00 PM,OakStreetWeatherStation201507191400
Foster Weather Station,07/19/2015 02:00:00 PM,24.28,,68.0,,0.0,,,120.0,0.6,0.7,990.2,778.0,,15.1,07/19/2015 2:00 PM,FosterWeatherStation201507191400
63rd Street Weather Station,07/19/2015 03:00:00 PM,24.6,21.7,78.0,0.0,0.0,402.9,0.0,59.0,1.6,2.4,989.5,630.0,354.0,11.9,07/19/2015 3:00 PM,63rdStreetWeatherStation201507191500
Oak Street Weather Station,07/19/2015 03:00:00 PM,25.2,21.0,69.0,0.0,0.0,215.0,0.0,125.0,0.8,2.6,989.7,688.0,0.0,12.2,07/19/2015 3:00 PM,OakStreetWeatherStation201507191500
Foster Weather Station,07/19/2015 03:00:00 PM,24.39,,67.0,,0.0,,,26.0,0.2,0.4,989.5,745.0,,15.1,07/19/2015 3:00 PM,FosterWeatherStation201507191500
63rd Street Weather Station,07/19/2015 04:00:00 PM,24.6,21.5,76.0,0.0,0.0,402.9,0.0,110.0,1.2,3.3,988.8,646.0,354.0,11.9,07/19/2015 4:00 PM,63rdStreetWeatherStation201507191600
Oak Street Weather Station,07/19/2015 04:00:00 PM,24.8,20.9,71.0,0.0,0.0,215.0,0.0,145.0,0.8,2.7,989.6,583.0,0.0,12.1,07/19/2015 4:00 PM,OakStreetWeatherStation201507191600
Foster Weather Station,07/19/2015 04:00:00 PM,24.17,,68.0,,0.0,,,31.0,2.6,2.9,989.2,385.0,,15.1,07/19/2015 4:00 PM,FosterWeatherStation201507191600
63rd Street Weather Station,07/19/2015 05:00:00 PM,23.0,21.3,86.0,0.0,0.0,402.9,0.0,68.0,3.8,5.0,989.1,572.0,354.0,12.0,07/19/2015 5:00 PM,63rdStreetWeatherStation201507191700
Oak Street Weather Station,07/19/2015 05:00:00 PM,23.0,20.8,82.0,0.0,0.0,215.0,0.0,55.0,1.5,2.6,989.7,135.0,0.0,12.1,07/19/2015 5:00 PM,OakStreetWeatherStation201507191700
63rd Street Weather Station,07/19/2015 06:00:00 PM,22.6,20.4,82.0,0.0,0.0,402.9,0.0,121.0,0.7,1.2,988.8,362.0,353.0,12.0,07/19/2015 6:00 PM,63rdStreetWeatherStation201507191800
Oak Street Weather Station,07/19/2015 06:00:00 PM,22.5,19.6,77.0,0.0,0.0,215.0,0.0,19.0,0.4,1.0,989.1,40.0,0.0,12.1,07/19/2015 6:00 PM,OakStreetWeatherStation201507191800
Foster Weather Station,07/19/2015 06:00:00 PM,23.28,,70.0,,0.0,,,134.0,0.6,1.1,988.8,278.0,,15.1,07/19/2015 6:00 PM,FosterWeatherStation201507191800
63rd Street Weather Station,07/19/2015 07:00:00 PM,21.9,19.7,82.0,0.0,0.0,402.9,0.0,124.0,0.7,0.8,988.5,96.0,354.0,11.9,07/19/2015 7:00 PM,63rdStreetWeatherStation201507191900
Oak Street Weather Station,07/19/2015 07:00:00 PM,23.2,19.7,72.0,0.0,0.0,215.0,0.0,122.0,1.3,2.5,989.2,88.0,0.0,12.1,07/19/2015 7:00 PM,OakStreetWeatherStation201507191900
Foster Weather Station,07/19/2015 07:00:00 PM,22.67,,72.0,,0.0,,,117.0,0.8,1.0,988.5,131.0,,15.1,07/19/2015 7:00 PM,FosterWeatherStation201507191900
63rd Street Weather Station,07/19/2015 08:00:00 PM,22.7,19.4,74.0,0.0,0.0,402.9,0.0,175.0,2.3,3.5,989.4,27.0,354.0,11.9,07/19/2015 8:00 PM,63rdStreetWeatherStation201507192000
Oak Street Weather Station,07/19/2015 08:00:00 PM,23.1,18.3,63.0,0.0,0.0,215.0,0.0,0.0,0.0,1.1,989.5,17.0,0.0,12.1,07/19/2015 8:00 PM,OakStreetWeatherStation201507192000
Foster Weather Station,07/19/2015 08:00:00 PM,21.56,,74.0,,0.03,,,155.0,1.3,1.6,988.8,30.0,,15.1,07/19/2015 8:00 PM,FosterWeatherStation201507192000
63rd Street Weather Station,07/19/2015 09:00:00 PM,23.2,19.8,73.0,0.0,0.0,402.9,0.0,182.0,1.3,2.5,989.7,1.0,355.0,12.0,07/19/2015 9:00 PM,63rdStreetWeatherStation201507192100
Oak Street Weather Station,07/19/2015 09:00:00 PM,23.6,18.3,61.0,0.0,0.0,215.0,0.0,117.0,0.5,1.2,990.2,0.0,0.0,12.1,07/19/2015 9:00 PM,OakStreetWeatherStation201507192100
Foster Weather Station,07/19/2015 09:00:00 PM,21.67,,69.0,,0.0,,,167.0,2.4,2.7,989.5,1.0,,15.1,07/19/2015 9:00 PM,FosterWeatherStation201507192100
63rd Street Weather Station,07/19/2015 10:00:00 PM,22.9,20.0,77.0,0.0,0.0,402.9,0.0,0.0,0.0,0.4,990.1,1.0,355.0,12.0,07/19/2015 10:00 PM,63rdStreetWeatherStation201507192200
Oak Street Weather Station,07/19/2015 10:00:00 PM,24.0,19.0,63.0,0.0,0.0,215.0,0.0,124.0,0.6,1.2,990.5,0.0,0.0,12.1,07/19/2015 10:00 PM,OakStreetWeatherStation201507192200
Foster Weather Station,07/19/2015 10:00:00 PM,21.67,,70.0,,0.0,,,160.0,0.9,1.1,990.2,0.0,,15.1,07/19/2015 10:00 PM,FosterWeatherStation201507192200
63rd Street Weather Station,07/19/2015 11:00:00 PM,23.2,20.0,75.0,0.0,0.0,402.9,0.0,234.0,0.8,1.1,989.9,1.0,355.0,12.0,07/19/2015 11:00 PM,63rdStreetWeatherStation201507192300
Oak Street Weather Station,07/19/2015 11:00:00 PM,23.4,19.3,69.0,0.0,0.0,215.0,0.0,356.0,1.3,1.8,990.2,0.0,0.0,12.1,07/19/2015 11:00 PM,OakStreetWeatherStation201507192300
Foster Weather Station,07/19/2015 11:00:00 PM,22.67,,63.0,,0.0,,,151.0,0.6,0.7,989.8,0.0,,15.1,07/19/2015 11:00 PM,FosterWeatherStation201507192300
63rd Street Weather Station,07/20/2015 12:00:00 AM,22.6,19.6,76.0,0.0,0.0,402.9,0.0,257.0,0.6,0.7,989.9,1.0,355.0,12.0,07/20/2015 12:00 AM,63rdStreetWeatherStation201507202400
Oak Street Weather Station,07/20/2015 12:00:00 AM,22.8,19.3,72.0,0.0,0.0,215.0,0.0,0.0,0.0,0.5,990.4,0.0,0.0,12.0,07/20/2015 12:00 AM,OakStreetWeatherStation201507202400
Foster Weather Station,07/20/2015 12:00:00 AM,22.39,,67.0,,0.0,,,210.0,1.0,1.2,989.8,0.0,,15.1,07/20/2015 12:00 AM,FosterWeatherStation201507202400
63rd Street Weather Station,07/20/2015 08:00:00 AM,23.0,19.3,71.0,0.0,0.0,402.9,0.0,257.0,2.5,3.5,988.3,157.0,355.0,11.9,07/20/2015 8:00 AM,63rdStreetWeatherStation201507200800
Oak Street Weather Station,07/20/2015 08:00:00 AM,23.9,18.7,62.0,0.0,0.0,215.0,0.0,32.0,0.5,1.0,988.7,140.0,0.0,12.1,07/20/2015 8:00 AM,OakStreetWeatherStation201507200800
Foster Weather Station,07/20/2015 08:00:00 AM,23.0,,63.0,,0.0,,,240.0,0.4,0.5,988.1,329.0,,15.1,07/20/2015 8:00 AM,FosterWeatherStation201507200800
63rd Street Weather Station,07/20/2015 09:00:00 AM,24.4,20.0,67.0,0.0,0.0,402.9,0.0,253.0,2.6,4.1,988.0,532.0,356.0,11.9,07/20/2015 9:00 AM,63rdStreetWeatherStation201507200900
Oak Street Weather Station,07/20/2015 09:00:00 AM,26.2,19.3,53.0,0.0,0.0,215.0,0.0,343.0,0.7,1.8,988.3,589.0,1.0,12.2,07/20/2015 9:00 AM,OakStreetWeatherStation201507200900
Foster Weather Station,07/20/2015 09:00:00 AM,25.39,,52.0,,0.0,,,233.0,1.8,2.1,987.8,561.0,,15.1,07/20/2015 9:00 AM,FosterWeatherStation201507200900
63rd Street Weather Station,07/20/2015 10:00:00 AM,26.0,20.1,59.0,0.0,0.0,402.9,0.0,269.0,4.1,5.4,988.1,648.0,356.0,11.9,07/20/2015 10:00 AM,63rdStreetWeatherStation201507201000
Foster Weather Station,07/20/2015 10:00:00 AM,26.28,,48.0,,0.0,,,255.0,1.1,1.4,987.8,444.0,,15.1,07/20/2015 10:00 AM,FosterWeatherStation201507201000
63rd Street Weather Station,07/20/2015 11:00:00 AM,26.6,20.1,55.0,0.0,0.0,402.9,0.0,274.0,2.3,4.3,988.0,294.0,355.0,12.0,07/20/2015 11:00 AM,63rdStreetWeatherStation201507201100
Foster Weather Station,07/20/2015 11:00:00 AM,26.78,,46.0,,0.0,,,261.0,4.8,5.9,987.8,199.0,,15.1,07/20/2015 11:00 AM,FosterWeatherStation201507201100
Oak Street Weather Station,07/20/2015 10:00:00 AM,27.6,19.9,49.0,0.0,0.0,215.0,0.0,269.0,1.2,2.7,988.4,810.0,1.0,12.1,07/20/2015 10:00 AM,OakStreetWeatherStation201507201000
63rd Street Weather Station,07/20/2015 01:00:00 PM,28.6,19.9,45.0,0.0,0.0,402.9,0.0,271.0,3.3,6.3,987.1,457.0,355.0,12.0,07/20/2015 1:00 PM,63rdStreetWeatherStation201507201300
Oak Street Weather Station,07/20/2015 01:00:00 PM,29.5,20.0,42.0,0.0,0.0,215.0,0.0,204.0,0.5,2.1,987.3,455.0,1.0,12.2,07/20/2015 1:00 PM,OakStreetWeatherStation201507201300
Foster Weather Station,07/20/2015 01:00:00 PM,28.67,,41.0,,0.0,,,322.0,1.5,1.8,986.8,394.0,,15.1,07/20/2015 1:00 PM,FosterWeatherStation201507201300
63rd Street Weather Station,07/22/2015 07:00:00 AM,22.1,18.3,70.0,0.0,0.0,402.9,0.0,285.0,0.6,1.1,992.4,161.0,356.0,12.0,07/22/2015 7:00 AM,63rdStreetWeatherStation201507220700
Oak Street Weather Station,07/22/2015 07:00:00 AM,22.1,17.2,61.0,0.0,0.0,215.0,0.0,6.0,1.5,1.8,992.9,220.0,0.0,12.2,07/22/2015 7:00 AM,OakStreetWeatherStation201507220700
63rd Street Weather Station,07/20/2015 12:00:00 PM,27.7,20.4,52.0,0.0,0.0,402.9,0.0,280.0,1.9,3.4,987.6,1166.0,355.0,12.0,07/20/2015 12:00 PM,63rdStreetWeatherStation201507201200
Oak Street Weather Station,07/20/2015 12:00:00 PM,29.1,19.5,41.0,0.0,0.0,215.0,0.0,339.0,1.2,3.5,987.8,594.0,1.0,12.1,07/20/2015 12:00 PM,OakStreetWeatherStation201507201200
Foster Weather Station,07/20/2015 12:00:00 PM,28.06,,42.0,,0.0,,,205.0,2.4,4.0,987.5,865.0,,15.1,07/20/2015 12:00 PM,FosterWeatherStation201507201200
63rd Street Weather Station,07/20/2015 02:00:00 PM,29.8,20.2,42.0,0.0,0.0,402.9,0.0,258.0,4.7,7.5,986.4,235.0,355.0,11.9,07/20/2015 2:00 PM,63rdStreetWeatherStation201507201400
Oak Street Weather Station,07/20/2015 02:00:00 PM,30.0,19.9,39.0,0.0,0.0,215.0,0.0,133.0,0.7,1.9,986.7,845.0,1.0,12.2,07/20/2015 2:00 PM,OakStreetWeatherStation201507201400
63rd Street Weather Station,07/20/2015 03:00:00 PM,29.6,20.5,44.0,0.0,0.0,402.9,0.0,248.0,4.1,7.0,985.6,338.0,355.0,11.9,07/20/2015 3:00 PM,63rdStreetWeatherStation201507201500
Oak Street Weather Station,07/20/2015 03:00:00 PM,31.2,20.4,37.0,0.0,0.0,215.0,0.0,281.0,2.3,5.0,985.8,1009.0,1.0,12.1,07/20/2015 3:00 PM,OakStreetWeatherStation201507201500
Foster Weather Station,07/20/2015 02:00:00 PM,29.17,,39.0,,0.0,,,238.0,3.1,3.3,986.1,444.0,,15.1,07/20/2015 2:00 PM,FosterWeatherStation201507201400
63rd Street Weather Station,07/20/2015 04:00:00 PM,29.5,21.3,48.0,0.0,0.0,402.9,0.0,251.0,4.6,7.1,985.4,288.0,355.0,12.0,07/20/2015 4:00 PM,63rdStreetWeatherStation201507201600
Oak Street Weather Station,07/20/2015 04:00:00 PM,30.3,20.9,43.0,0.0,0.0,215.0,0.0,356.0,1.0,2.3,985.7,235.0,1.0,12.1,07/20/2015 4:00 PM,OakStreetWeatherStation201507201600
Foster Weather Station,07/20/2015 04:00:00 PM,29.0,,46.0,,0.0,,,272.0,3.3,4.2,985.1,236.0,,15.1,07/20/2015 4:00 PM,FosterWeatherStation201507201600
63rd Street Weather Station,07/20/2015 05:00:00 PM,29.0,21.2,50.0,0.0,0.0,402.9,0.0,290.0,1.7,4.0,985.1,96.0,355.0,12.0,07/20/2015 5:00 PM,63rdStreetWeatherStation201507201700
Oak Street Weather Station,07/20/2015 05:00:00 PM,29.5,21.2,48.0,0.0,0.0,215.0,0.0,296.0,1.5,3.9,985.6,111.0,1.0,12.1,07/20/2015 5:00 PM,OakStreetWeatherStation201507201700
