ADDRESS,CAMERA ID,VIOLATION DATE,VIOLATIONS,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
5529 S WESTERN,CHI068,03/23/2018,8,,,,,
7739 S WESTERN,CHI064,03/23/2018,25,,,,,
6247 W FULLERTON,CHI039,03/23/2018,6,1134158.281732405,1915236.510832825,41.923614583,-87.78247949,"(41.9236145831186, -87.78247948955652)"
6250 W FULLERTON,CHI040,03/23/2018,15,1134113.48240834,1915315.343641525,41.923831699000004,-87.78264224200001,"(41.92383169923362, -87.78264224184598)"
5739 N NORTHWEST HWY,CHI156,03/23/2018,16,1132581.461485981,1938004.2788999868,41.986119389,-87.78774082700001,"(41.98611938850496, -87.7877408267013)"
2513 W 55TH,CHI070,03/23/2018,14,1160431.7488699341,1868077.6747288718,41.793702249,-87.687244272,"(41.79370224937009, -87.68724427195639)"
3034 W FOSTER,CHI025,03/23/2018,18,1155157.924620047,1934429.0282307658,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
3450 W 71ST,CHI015,03/23/2018,14,1154377.983623192,1857351.590718894,41.764390956999996,-87.70972842,"(41.76439095689881, -87.70972841983624)"
732 N PULASKI RD,CHI109,03/23/2018,11,1149547.986237495,1904731.7585636291,41.894503309,-87.726204522,"(41.89450330881178, -87.72620452246953)"
5330 S COTTAGE GROVE,CHI013,03/23/2018,39,1182452.725004514,1869711.7935478268,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
2912 W ROOSEVELT,CHI020,03/23/2018,13,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
4831 W LAWRENCE AVE,CHI147,03/23/2018,39,1143137.859882784,1931435.232520927,41.967902328,-87.74907897700001,"(41.96790232791309, -87.74907897663441)"
5420 S RACINE AVE,CHI118,03/23/2018,7,1169208.608674489,1868739.4702261281,41.795332775,-87.65504097899999,"(41.795332774848234, -87.65504097855228)"
2080 W PERSHING,CHI005,03/23/2018,10,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)"
4041 W CHICAGO AVE,CHI107,03/22/2018,31,1149134.784201944,1904992.924714128,41.89522799,-87.727715334,"(41.89522798956752, -87.72771533433409)"
4620 W BELMONT AVE,CHI086,03/23/2018,4,1144830.583591838,1920910.0131940308,41.938988391,-87.74312142299999,"(41.938988390759555, -87.74312142256439)"
6443 W BELMONT AVE,CHI105,03/23/2018,3,1132715.909031448,1920535.6191020731,41.938181259000004,-87.787655485,"(41.938181258548575, -87.78765548502582)"
6909 S KEDZIE,CHI014,03/23/2018,36,1156276.17519456,1858582.894182457,41.767731869,-87.70273790700001,"(41.76773186901884, -87.70273790708362)"
7826 S PULASKI,CHI072,03/23/2018,9,1151040.67965499,1852282.476313374,41.750546198,-87.722092656,"(41.75054619772355, -87.72209265589272)"
445 W 127TH,CHI045,03/23/2018,142,1175468.445851752,1820629.228565181,41.663174059,-87.63352045200001,"(41.663174059325534, -87.63352045241697)"
3809 W BELMONT AVE,CHI088,03/23/2018,3,1150401.300499035,1920967.933084685,41.939040256,-87.722645911,"(41.939040255975605, -87.72264591078833)"
3047 W JACKSON BLVD,CHI122,03/23/2018,24,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)"
506 S CENTRAL AVE,CHI130,03/23/2018,8,1139100.7382016021,1897035.93011447,41.873581418,-87.76476196799999,"(41.87358141810132, -87.7647619684764)"
2900 W OGDEN,CHI021,03/23/2018,95,1157135.919535262,1892361.67589724,41.860407864,-87.69867209899999,"(41.86040786445197, -87.69867209877323)"
5440 W GRAND,CHI043,03/23/2018,16,1139652.88459503,1913310.682326263,41.918231266,-87.76233705799999,"(41.91823126606235, -87.7623370579504)"
4123 N CENTRAL AVE,CHI049,03/23/2018,13,1138310.38101538,1926965.395448081,41.955725645,-87.76693812299999,"(41.95572564479322, -87.76693812345056)"
4843 W FULLERTON,CHI044,03/23/2018,41,1143534.1060429842,1915477.8245049168,41.92410633,-87.74802266399999,"(41.92410632982652, -87.74802266359677)"
341 W 76th ST,CHI137,03/23/2018,1,1175175.124032429,1854511.45995174,41.756158269000004,-87.633586263,"(41.756158269344546, -87.6335862634599)"
2329 W DIVISION ST,CHI129,03/23/2018,8,1160535.84687459,1907882.7396589268,41.902929409,-87.68576188,"(41.90292940885378, -87.68576187971952)"
629 S STATE,CHI033,03/23/2018,21,1176497.696371563,1897411.293953239,41.873849599,-87.627447875,"(41.873849598744286, -87.62744787497319)"
11153 S VINCENNES,CHI022,03/23/2018,16,1167028.75294598,1830593.6014770658,41.690701951,-87.664122385,"(41.690701951255015, -87.66412238501842)"
1334 W GARFIELD BLVD,CHI119,03/23/2018,49,1168211.288538348,1868328.4656455282,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)"
3535 E 95TH ST,CHI140,03/23/2018,3,1201486.255858151,1842590.389225195,41.722818321999995,-87.537567465,"(41.722818322421595, -87.53756746533104)"
2712 W IRVING PARK,CHI080,03/23/2018,20,1157447.913673397,1926504.6367308781,41.954092657,-87.696596502,"(41.954092657149786, -87.6965965016668)"
1440 W CERMAK RD,CHI143,03/23/2018,31,1166927.4522247391,1889554.984178115,41.85250181,-87.662810318,"(41.85250180995818, -87.66281031843234)"
3116 N NARRAGANSETT AVE,CHI132,03/23/2018,1,1133159.075197319,1920109.5593728991,41.93700435,-87.786036722,"(41.93700435024341, -87.78603672187927)"
4929 S PULASKI,CHI030,03/23/2018,16,1150573.998715103,1871490.401558551,41.803264895,-87.72330350899999,"(41.80326489471, -87.72330350914287)"
5471 W HIGGINS,CHI102,03/23/2018,42,1139071.529638349,1931897.937514376,41.969247149,-87.76401945100001,"(41.96924714863934, -87.76401945149458)"
3542 E 95TH ST,CHI141,03/23/2018,4,1201629.279994198,1842674.179369794,41.72304462,-87.53704075799999,"(41.72304461975978, -87.5370407583455)"
1229 N WESTERN AVE,CHI127,03/23/2018,18,1160222.668005384,1908226.0930036998,41.903878079,-87.686902742,"(41.90387807933294, -87.68690274176198)"
115 N OGDEN,CHI077,03/23/2018,61,1166484.9018621591,1900735.4865245381,41.883191521,-87.6641147,"(41.883191521391076, -87.66411469955516)"
3200 S ARCHER AVE,CHI144,03/23/2018,86,1165344.912712872,1883513.8170218568,41.835958018,-87.668790267,"(41.83595801848586, -87.66879026653764)"
4446 N BROADWAY,CHI097,03/23/2018,2,1168458.604334415,1929791.618716743,41.962880635,-87.65602445,"(41.96288063517309, -87.6560244499908)"
3843 W 111TH,CHI048,03/23/2018,8,1152527.402615974,1830667.777755826,41.691202396,-87.71721139899999,"(41.69120239624487, -87.71721139909997)"
1226 N WESTERN AVE,CHI128,03/23/2018,19,1160143.276466612,1908203.273733476,41.903817103,-87.687194998,"(41.90381710275111, -87.6871949977686)"
4040 W CHICAGO AVE,CHI108,03/23/2018,31,1149149.69828245,1905073.431920491,41.895448621,-87.727658471,"(41.895448620893006, -87.72765847088665)"
3130 N ASHLAND AVE,CHI172,03/23/2018,31,1165057.801533191,1920991.385440163,41.938805468000005,-87.668778779,"(41.93880546751142, -87.66877877931208)"
3655 W JACKSON,CHI008,03/23/2018,17,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)"
2448 N CLYBOURN AVE,CHI090,03/23/2018,10,1164505.928359546,1916376.3768098159,41.926153343,-87.67093808700001,"(41.926153342916486, -87.67093808722792)"
5454 W IRVING PARK,CHI050,03/23/2018,30,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)"
2416 W 103RD ST,CHI154,03/23/2018,3,1161995.609362911,1836307.3126171932,41.706487201,-87.682391059,"(41.70648720051648, -87.68239105927896)"
5885 N RIDGE AVE,CHI093,03/23/2018,28,1165004.033252215,1939248.3529827842,41.988904472,-87.668455725,"(41.988904472466494, -87.66845572473223)"
19 W CHICAGO AVE,CHI133,03/23/2018,2,1176000.008484107,1905682.004927479,41.896556106999995,-87.629025904,"(41.89655610710888, -87.62902590382873)"
2440 W 51ST ST,CHI099,03/23/2018,1,1160778.794818196,1870825.599642465,41.801235748,-87.68589577899999,"(41.80123574797641, -87.68589577919322)"
6818 S KEDZIE,CHI018,03/23/2018,52,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)"
4707 W PETERSON AVE,CHI115,03/23/2018,31,1143859.071304929,1939422.942112187,41.989807669,-87.74622580399999,"(41.98980766908236, -87.74622580384673)"
141 N ASHLAND,CHI075,03/23/2018,1,1165763.976938881,1901213.0568607382,41.884517408,-87.66674834700001,"(41.88451740794813, -87.66674834697315)"
1754 N PULASKI RD,CHI157,03/23/2018,7,1149394.77705002,1911607.800369421,41.913374831,-87.7265886,"(41.91337483050126, -87.72658859994081)"
5446 W FULLERTON,CHI042,03/23/2018,16,1139459.798121728,1915458.446013142,41.924128491,-87.762993999,"(41.92412849125162, -87.76299399881007)"
3646 W MADISON,CHI009,03/23/2018,46,1151844.874455435,1899804.7533277469,41.880938186,-87.71789844899999,"(41.88093818643283, -87.71789844857646)"
3843 S WESTERN,CHI007,03/23/2018,73,1161037.665305821,1878964.2913163768,41.823563957,-87.684721126,"(41.82356395744577, -87.68472112618639)"
1507 W 83rd ST,CHI170,03/23/2018,4,1167695.170326354,1849654.2292216541,41.742993035,-87.66113776,"(41.742993034938884, -87.66113775973551)"
5006 S WESTERN BLVD,CHI173,03/23/2018,59,1161333.9685091001,1871365.4147041482,41.802705576,-87.68384478899999,"(41.80270557565183, -87.68384478927206)"
4432 N LINCOLN,CHI056,03/23/2018,2,1160697.51043315,1929507.413867631,41.96226556,-87.684566996,"(41.96226556022151, -87.68456699562915)"
2115 S WESTERN AVE,CHI134,03/23/2018,5,1160735.325566845,1889829.27935108,41.853384939,-87.68552968200001,"(41.85338493884992, -87.68552968203949)"
346 W 76th ST,CHI136,03/23/2018,6,1175111.6405482942,1854589.688795628,41.756374355,-87.633816585,"(41.7563743554102, -87.6338165847716)"
140 N ASHLAND,CHI076,03/23/2018,5,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
1142 W IRVING PARK,CHI095,03/23/2018,76,1167789.528738809,1926747.106564999,41.954540866,-87.65857252100001,"(41.95454086624301, -87.65857252142276)"
8318 S ASHLAND AVE,CHI169,03/23/2018,48,1167083.227060742,1849460.261274806,41.742473855,-87.66338548,"(41.74247385456547, -87.66338547998558)"
1901 E 75TH ST,CHI138,03/23/2018,18,1190192.110150425,1855579.523137741,41.75874077,-87.57851859,"(41.758740770124234, -87.57851859043261)"
630 S STATE,CHI034,03/23/2018,18,1176418.004996675,1897401.384626672,41.873824205,-87.62774075899999,"(41.87382420497741, -87.62774075943143)"
6226 W IRVING PARK RD,CHI083,03/23/2018,47,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
3212 W 55TH ST,CHI167,03/23/2018,1,1155816.394779406,1868011.518813136,41.793614646,-87.704170355,"(41.793614646148406, -87.7041703550325)"
4674 W PETERSON AVE,CHI116,03/23/2018,14,1144100.8404128458,1939510.241737531,41.990042674,-87.745334319,"(41.99004267366519, -87.7453343185986)"
1117 S PULASKI RD,CHI162,03/23/2018,13,1149923.14048066,1894858.183193096,41.867401835,-87.725083688,"(41.867401834997956, -87.72508368792016)"
3832 W 79TH,CHI074,03/23/2018,7,1151723.352626897,1851984.5046339792,41.749715177,-87.719598779,"(41.749715176851936, -87.71959877920995)"
515 S CENTRAL AVE,CHI057,03/23/2018,7,1139183.475728338,1896944.5811828282,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
5520 S WESTERN,CHI069,03/23/2018,17,,,,,
2432 N ASHLAND,CHI092,03/23/2018,2,1165215.788124507,1916401.7542988681,41.926207903000005,-87.668328977,"(41.92620790295943, -87.66832897708693)"
4124 W FOSTER AVE,CHI003,03/23/2018,123,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
1315 W GARFIELD BLVD,CHI121,03/23/2018,41,1168444.530011629,1868118.434806125,41.793645091,-87.65786076399999,"(41.793645091444645, -87.6578607639445)"
4909 N CICERO AVE,CHI149,03/23/2018,149,1143500.84164955,1932251.2467454018,41.970134736,-87.747723797,"(41.970134735816295, -87.7477237971432)"
449 N COLUMBUS DR,CHI124,03/23/2018,2,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)"
4040 W 55TH,CHI062,03/23/2018,9,1150194.312710597,1867856.573495409,41.793300511999995,-87.72479036200001,"(41.79330051203649, -87.72479036232271)"
7833 S PULASKI,CHI071,03/23/2018,13,1151122.446651206,1852224.1440529209,41.75038453,-87.721794539,"(41.75038452958284, -87.72179453872008)"
5120 N PULASKI,CHI004,03/23/2018,22,1148759.385878875,1933817.5998373618,41.974332655,-87.72834702200001,"(41.97433265461055, -87.72834702238127)"
5030 S PULASKI,CHI031,03/23/2018,70,1150513.081876743,1870811.076557055,41.801401913,-87.72354459799999,"(41.80140191299459, -87.72354459803559)"
57 E 95TH,CHI035,03/23/2018,1,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)"
1111 N HUMBOLDT,CHI010,03/23/2018,58,,,,,
2928 S HALSTED,CHI117,03/23/2018,8,1171407.142701029,1885330.6176069418,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)"
5025 S WESTERN AVE,CHI100,03/23/2018,31,1161264.059630805,1871171.1834883608,41.80217403,-87.684106558,"(41.802174029934044, -87.68410655772436)"
7422 S JEFFERY,CHI101,03/23/2018,13,1190789.832029907,1856045.6704028682,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
7518 S VINCENNES,CHI063,03/23/2018,18,1175649.435042562,1855003.1916943858,41.75749704,-87.631833328,"(41.75749703994495, -87.63183332832696)"
3100 W AUGUSTA,CHI011,03/23/2018,16,1155438.362612354,1906531.350675229,41.899325141,-87.704522346,"(41.89932514072566, -87.70452234551168)"
2108 S WESTERN AVE,CHI135,03/23/2018,4,1160653.576373094,1889897.05800109,41.853572622,-87.685827855,"(41.853572622430164, -87.6858278546488)"
6125 N CICERO AVE,CHI114,03/23/2018,12,1143321.446253045,1940251.313896504,41.992090875,-87.74818249,"(41.99209087530193, -87.74818249018868)"
4965 S ARCHER,CHI032,03/23/2018,19,1150880.680088461,1871373.743751604,41.80293879,-87.722181792,"(41.802938790166, -87.72218179156356)"
3646 W MADISON,CHI009,03/24/2018,38,1151844.874455435,1899804.7533277469,41.880938186,-87.71789844899999,"(41.88093818643283, -87.71789844857646)"
8345 S ASHLAND AVE,CHI168,03/24/2018,12,1167170.493634396,1849194.116924465,41.741741651,-87.663073329,"(41.741741651401504, -87.66307332925098)"
3843 S WESTERN,CHI007,03/24/2018,70,1161037.665305821,1878964.2913163768,41.823563957,-87.684721126,"(41.82356395744577, -87.68472112618639)"
4042 W NORTH AVE,CHI161,03/24/2018,10,1149005.647148129,1910365.1508732382,41.909972425,-87.72805041,"(41.90997242450237, -87.72805040969816)"
5432 W LAWRENCE,CHI103,03/24/2018,7,1139099.594130043,1931391.06349442,41.96785573,-87.76392864399999,"(41.96785573012919, -87.76392864369929)"
4433 N WESTERN,CHI055,03/24/2018,14,1159610.1416344391,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
3535 E 95TH ST,CHI140,03/24/2018,3,1201486.255858151,1842590.389225195,41.722818321999995,-87.537567465,"(41.722818322421595, -87.53756746533104)"
115 N OGDEN,CHI077,03/24/2018,17,1166484.9018621591,1900735.4865245381,41.883191521,-87.6641147,"(41.883191521391076, -87.66411469955516)"
5120 N PULASKI,CHI004,03/24/2018,23,1148759.385878875,1933817.5998373618,41.974332655,-87.72834702200001,"(41.97433265461055, -87.72834702238127)"
3100 W AUGUSTA,CHI011,03/24/2018,21,1155438.362612354,1906531.350675229,41.899325141,-87.704522346,"(41.89932514072566, -87.70452234551168)"
4831 W LAWRENCE AVE,CHI147,03/24/2018,45,1143137.859882784,1931435.232520927,41.967902328,-87.74907897700001,"(41.96790232791309, -87.74907897663441)"
3137 W PETERSON,CHI024,03/24/2018,43,1154183.287274807,1939668.834930217,41.990281914,-87.70824462600001,"(41.9902819135942, -87.70824462568225)"
5330 S COTTAGE GROVE,CHI013,03/24/2018,78,1182452.725004514,1869711.7935478268,41.797703886,-87.606444779,"(41.79770388561477, -87.60644477865196)"
2928 S HALSTED,CHI117,03/24/2018,15,1171407.142701029,1885330.6176069418,41.840812626,-87.64649261,"(41.84081262592384, -87.64649261049526)"
6250 W FULLERTON,CHI040,03/24/2018,14,1134113.48240834,1915315.343641525,41.923831699000004,-87.78264224200001,"(41.92383169923362, -87.78264224184598)"
2712 W IRVING PARK,CHI080,03/24/2018,32,1157447.913673397,1926504.6367308781,41.954092657,-87.696596502,"(41.954092657149786, -87.6965965016668)"
8318 S ASHLAND AVE,CHI169,03/24/2018,38,1167083.227060742,1849460.261274806,41.742473855,-87.66338548,"(41.74247385456547, -87.66338547998558)"
4909 N CICERO AVE,CHI149,03/24/2018,245,1143500.84164955,1932251.2467454018,41.970134736,-87.747723797,"(41.970134735816295, -87.7477237971432)"
506 S CENTRAL AVE,CHI130,03/24/2018,20,1139100.7382016021,1897035.93011447,41.873581418,-87.76476196799999,"(41.87358141810132, -87.7647619684764)"
5816 W JACKSON,CHI058,03/24/2018,72,1137564.894528388,1898340.606160034,41.877189405,-87.77036950200001,"(41.87718940463045, -87.7703695017756)"
2416 W 103RD ST,CHI154,03/24/2018,4,1161995.609362911,1836307.3126171932,41.706487201,-87.682391059,"(41.70648720051648, -87.68239105927896)"
5520 S WESTERN,CHI069,03/24/2018,20,,,,,
5885 N RIDGE AVE,CHI093,03/24/2018,37,1165004.033252215,1939248.3529827842,41.988904472,-87.668455725,"(41.988904472466494, -87.66845572473223)"
140 N ASHLAND,CHI076,03/24/2018,9,1165683.996995108,1901211.265605895,41.884514197,-87.667042094,"(41.88451419700416, -87.66704209415728)"
3200 S ARCHER AVE,CHI144,03/24/2018,74,1165344.912712872,1883513.8170218568,41.835958018,-87.668790267,"(41.83595801848586, -87.66879026653764)"
10318 S INDIANAPOLIS,CHI120,03/24/2018,137,1203645.368140905,1837056.144574041,41.707576903,-87.529848261,"(41.70757690291348, -87.52984826112849)"
2513 W 55TH,CHI070,03/24/2018,14,1160431.7488699341,1868077.6747288718,41.793702249,-87.687244272,"(41.79370224937009, -87.68724427195639)"
536 E MORGAN DR,CHI029,03/24/2018,58,1180984.6568148679,1868164.7664332332,41.793492646,-87.61187597,"(41.793492645896656, -87.6118759701359)"
3047 W JACKSON BLVD,CHI122,03/24/2018,19,1155924.803933969,1898487.691160325,41.877242774,-87.702952689,"(41.877242773826396, -87.7029526885659)"
1754 N PULASKI RD,CHI157,03/24/2018,10,1149394.77705002,1911607.800369421,41.913374831,-87.7265886,"(41.91337483050126, -87.72658859994081)"
1142 W IRVING PARK,CHI095,03/24/2018,18,1167789.528738809,1926747.106564999,41.954540866,-87.65857252100001,"(41.95454086624301, -87.65857252142276)"
2443 N ASHLAND,CHI091,03/24/2018,25,1165293.159880782,1916479.2217672332,41.926418831,-87.668042465,"(41.926418831263994, -87.66804246498943)"
141 N ASHLAND,CHI075,03/24/2018,2,1165763.976938881,1901213.0568607382,41.884517408,-87.66674834700001,"(41.88451740794813, -87.66674834697315)"
1507 W 83rd ST,CHI170,03/24/2018,10,1167695.170326354,1849654.2292216541,41.742993035,-87.66113776,"(41.742993034938884, -87.66113775973551)"
3034 W FOSTER,CHI025,03/24/2018,20,1155157.924620047,1934429.0282307658,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
1901 E 75TH ST,CHI138,03/24/2018,65,1190192.110150425,1855579.523137741,41.75874077,-87.57851859,"(41.758740770124234, -87.57851859043261)"
2080 W PERSHING,CHI005,03/24/2018,9,1163048.143263149,1878842.85060012,41.823188825,-87.677348795,"(41.823188824691925, -87.67734879498818)"
5471 W HIGGINS,CHI102,03/24/2018,23,1139071.529638349,1931897.937514376,41.969247149,-87.76401945100001,"(41.96924714863934, -87.76401945149458)"
6909 S KEDZIE,CHI014,03/24/2018,58,1156276.17519456,1858582.894182457,41.767731869,-87.70273790700001,"(41.76773186901884, -87.70273790708362)"
2917 W ROOSEVELT,CHI019,03/24/2018,50,1156991.618473341,1894531.138408719,41.866364024,-87.69914296600001,"(41.866364024167034, -87.69914296647906)"
57 E 95TH,CHI035,03/24/2018,4,1178586.98154429,1841966.713809109,41.721657133,-87.621462899,"(41.72165713317433, -87.62146289865515)"
5454 W IRVING PARK,CHI050,03/24/2018,52,1139042.659337997,1926097.062423206,41.953329545,-87.764267264,"(41.95332954454448, -87.76426726425451)"
1111 N HUMBOLDT,CHI010,03/24/2018,83,,,,,
2417 W 103RD ST,CHI165,03/24/2018,4,1161996.101263966,1836227.314129496,41.706267661,-87.682391472,"(41.70626766073214, -87.68239147238012)"
324 S KEDZIE AVE,CHI123,03/24/2018,3,1155057.7681046259,1898246.715441378,41.876598942,-87.706142679,"(41.87659894232968, -87.70614267856668)"
449 N COLUMBUS DR,CHI124,03/24/2018,4,1178428.35425324,1903326.613409231,41.890037755,-87.620179034,"(41.89003775504898, -87.62017903427099)"
4053 W NORTH AVE,CHI159,03/24/2018,12,1148866.623755592,1910281.53833667,41.909745674,-87.728563295,"(41.90974567444195, -87.72856329512945)"
4123 N CENTRAL AVE,CHI049,03/24/2018,11,1138310.38101538,1926965.395448081,41.955725645,-87.76693812299999,"(41.95572564479322, -87.76693812345056)"
1334 W GARFIELD BLVD,CHI119,03/24/2018,78,1168211.288538348,1868328.4656455282,41.794226466,-87.658709999,"(41.79422646635146, -87.65870999891658)"
7422 S JEFFERY,CHI101,03/24/2018,18,1190789.832029907,1856045.6704028682,41.760005505,-87.576312983,"(41.760005504685466, -87.57631298283938)"
6818 S KEDZIE,CHI018,03/24/2018,61,1156183.4762995,1859144.993983757,41.769276221,-87.703062595,"(41.769276221338444, -87.70306259506)"
6226 W IRVING PARK RD,CHI083,03/24/2018,45,1133995.169966259,1925971.269149065,41.953074826,-87.782825538,"(41.95307482555687, -87.78282553773761)"
62 E 95TH,CHI036,03/24/2018,16,1178615.953706068,1842047.62197816,41.721878498,-87.621354328,"(41.72187849819265, -87.62135432849777)"
4620 W BELMONT AVE,CHI086,03/24/2018,4,1144830.583591838,1920910.0131940308,41.938988391,-87.74312142299999,"(41.938988390759555, -87.74312142256439)"
2432 N ASHLAND,CHI092,03/24/2018,6,1165215.788124507,1916401.7542988681,41.926207903000005,-87.668328977,"(41.92620790295943, -87.66832897708693)"
1315 W GARFIELD BLVD,CHI121,03/24/2018,44,1168444.530011629,1868118.434806125,41.793645091,-87.65786076399999,"(41.793645091444645, -87.6578607639445)"
5529 S WESTERN,CHI068,03/24/2018,15,,,,,
4124 W FOSTER AVE,CHI003,03/24/2018,192,1147852.58857067,1934274.994738347,41.975605302,-87.731669795,"(41.97560530194193, -87.73166979484374)"
324 E ILLINOIS ST,CHI126,03/24/2018,1,1178721.705071304,1903728.729069971,41.891134484,-87.61908944,"(41.89113448402406, -87.61908943995478)"
3655 W JACKSON,CHI008,03/24/2018,34,1151781.484945551,1898394.967222984,41.877070828,-87.718168316,"(41.87707082846323, -87.71816831641307)"
5420 S RACINE AVE,CHI118,03/24/2018,7,1169208.608674489,1868739.4702261281,41.795332775,-87.65504097899999,"(41.795332774848234, -87.65504097855228)"
450 N COLUMBUS DR,CHI125,03/24/2018,11,1178351.216208364,1903356.801857411,41.890122353,-87.620461395,"(41.890122352505166, -87.62046139513696)"
2705 W IRVING PARK,CHI079,03/24/2018,141,1157555.242825448,1926426.21147583,41.953875265,-87.69620408899999,"(41.95387526461699, -87.69620408862693)"
2912 W ROOSEVELT,CHI020,03/24/2018,41,1157040.212662274,1894612.12813304,41.866585283,-87.698962375,"(41.86658528313424, -87.69896237494204)"
2900 W OGDEN,CHI021,03/24/2018,129,1157135.919535262,1892361.67589724,41.860407864,-87.69867209899999,"(41.86040786445197, -87.69867209877323)"
2721 W MONTROSE,CHI078,03/24/2018,6,1157328.845238545,1929075.390070401,41.961149383,-87.69696403399999,"(41.96114938287925, -87.69696403378589)"
445 W 127TH,CHI045,03/24/2018,163,1175468.445851752,1820629.228565181,41.663174059,-87.63352045200001,"(41.663174059325534, -87.63352045241697)"
6247 W FULLERTON,CHI039,03/24/2018,5,1134158.281732405,1915236.510832825,41.923614583,-87.78247949,"(41.9236145831186, -87.78247948955652)"
4432 N LINCOLN,CHI056,03/24/2018,2,1160697.51043315,1929507.413867631,41.96226556,-87.684566996,"(41.96226556022151, -87.68456699562915)"
4429 N BROADWAY,CHI096,03/24/2018,3,1168597.252171523,1929689.1863076459,41.962596549000004,-87.655517675,"(41.962596548691735, -87.65551767517252)"
9618 S EWING AVE,CHI142,03/24/2018,31,1202074.876819482,1841844.576675849,41.720756806,-87.53543678700001,"(41.72075680558273, -87.53543678735923)"
4446 N BROADWAY,CHI097,03/24/2018,1,1168458.604334415,1929791.618716743,41.962880635,-87.65602445,"(41.96288063517309, -87.6560244499908)"
2448 N CLYBOURN AVE,CHI090,03/24/2018,11,1164505.928359546,1916376.3768098159,41.926153343,-87.67093808700001,"(41.926153342916486, -87.67093808722792)"
515 S CENTRAL AVE,CHI057,03/24/2018,3,1139183.475728338,1896944.5811828282,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
6523 N WESTERN,CHI051,03/24/2018,46,1159169.4522778809,1943341.864659956,42.000259510999996,-87.689802909,"(42.00025951144952, -87.68980290863908)"
3450 W 71ST,CHI015,03/24/2018,25,1154377.983623192,1857351.590718894,41.764390956999996,-87.70972842,"(41.76439095689881, -87.70972841983624)"
4436 N WESTERN,CHI094,03/24/2018,13,1159528.872859255,1929555.5505854841,41.96242185,-87.688862275,"(41.9624218495406, -87.68886227502836)"
3542 E 95TH ST,CHI141,03/24/2018,3,1201629.279994198,1842674.179369794,41.72304462,-87.53704075799999,"(41.72304461975978, -87.5370407583455)"
4446 N BROADWAY,CHI097,03/25/2018,2,1168458.604334415,1929791.618716743,41.962880635,-87.65602445,"(41.96288063517309, -87.6560244499908)"
3034 W FOSTER,CHI025,03/25/2018,22,1155157.924620047,1934429.0282307658,41.97588404,-87.704801123,"(41.9758840401294, -87.70480112338926)"
4042 W NORTH AVE,CHI161,03/25/2018,5,1149005.647148129,1910365.1508732382,41.909972425,-87.72805041,"(41.90997242450237, -87.72805040969816)"
4433 N WESTERN,CHI055,03/25/2018,28,1159610.1416344391,1929516.781948006,41.962313789,-87.688564554,"(41.96231378868856, -87.68856455418805)"
1754 N PULASKI RD,CHI157,03/25/2018,9,1149394.77705002,1911607.800369421,41.913374831,-87.7265886,"(41.91337483050126, -87.72658859994081)"
3137 W PETERSON,CHI024,03/25/2018,43,1154183.287274807,1939668.834930217,41.990281914,-87.70824462600001,"(41.9902819135942, -87.70824462568225)"
515 S CENTRAL AVE,CHI057,03/25/2018,9,1139183.475728338,1896944.5811828282,41.87332924,-87.764460415,"(41.873329240103914, -87.76446041521123)"
4432 N LINCOLN,CHI056,03/25/2018,3,1160697.51043315,1929507.413867631,41.96226556,-87.684566996,"(41.96226556022151, -87.68456699562915)"
1507 W 83rd ST,CHI170,03/25/2018,6,1167695.170326354,1849654.2292216541,41.742993035,-87.66113776,"(41.742993034938884, -87.66113775973551)"
2721 W MONTROSE,CHI078,03/25/2018,4,1157328.845238545,1929075.390070401,41.961149383,-87.69696403399999,"(41.96114938287925, -87.69696403378589)"
